 Produto interno bruto per capita - 2010 a 2013, referência 2010 - Brasil
PIB per capita por Município
Período:2010
"Município";"PIB_per_capita"
"251350 SANTANA DE MANGUEIRA";4571,10
"251360 SANTANA DOS GARROTES";4888,34
"251365 JOCA CLAUDINO";4793,70
"251370 SANTA RITA";10229,86
"251380 SANTA TERESINHA";5502,23
"251385 SANTO ANDRE";5378,70
"251390 SAO BENTO";6508,69
"251392 SAO BENTINHO";4863,16
"251394 SAO DOMINGOS DO CARIRI";4929,30
"251396 SAO DOMINGOS";5187,61
"251398 SAO FRANCISCO";5040,89
"251400 SAO JOAO DO CARIRI";5864,84
"251410 SAO JOAO DO TIGRE";4335,75
"251420 SAO JOSE DA LAGOA TAPADA";4638,43
"251430 SAO JOSE DE CAIANA";4054,67
"251440 SAO JOSE DE ESPINHARAS";5708,45
"251445 SAO JOSE DOS RAMOS";3775,59
"251450 SAO JOSE DE PIRANHAS";5696,37
"251455 SAO JOSE DE PRINCESA";3489,28
"251460 SAO JOSE DO BONFIM";4211,28
"251465 SAO JOSE DO BREJO DO CRUZ";6222,28
"251470 SAO JOSE DO SABUGI";5283,87
"251480 SAO JOSE DOS CORDEIROS";4154,15
"251490 SAO MAMEDE";5336,50
"251500 SAO MIGUEL DE TAIPU";4706,51
"251510 SAO SEBASTIAO DE LAGOA DE ROCA";4300,96
"251520 SAO SEBASTIAO DO UMBUZEIRO";4838,22
"251530 SAPE";5426,97
"251540 SAO VICENTE DO SERIDO";3822,44
"251550 SERRA BRANCA";5378,18
"251560 SERRA DA RAIZ";4939,10
"251570 SERRA GRANDE";7847,38
"251580 SERRA REDONDA";5252,82
"251590 SERRARIA";6772,32
"251593 SERTAOZINHO";5448,30
"251597 SOBRADO";5351,93
"251600 SOLANEA";4819,24
"251610 SOLEDADE";6567,37
"251615 SOSSEGO";5139,29
"251620 SOUSA";8336,10
"251630 SUME";5242,21
"251640 TACIMA";4025,90
"251650 TAPEROA";4561,75
"251660 TAVARES";4480,96
"251670 TEIXEIRA";5182,76
"251675 TENORIO";5583,69
"251680 TRIUNFO";4560,22
"251690 UIRAUNA";5722,85
"251700 UMBUZEIRO";4458,36
"251710 VARZEA";6599,50
"251720 VIEIROPOLIS";4117,95
"251740 ZABELE";4885,23
"260005 ABREU E LIMA";9001,12
"260010 AFOGADOS DA INGAZEIRA";5581,05
"260020 AFRANIO";4708,05
"260030 AGRESTINA";5104,50
"260040 AGUA PRETA";4208,56
"260050 AGUAS BELAS";4212,13
"260060 ALAGOINHA";5350,30
"260070 ALIANCA";5270,34
"260080 ALTINHO";3962,46
"260090 AMARAJI";5597,25
"260100 ANGELIM";4639,15
"260105 ARACOIABA";3719,87
"260110 ARARIPINA";5951,71
"260120 ARCOVERDE";6463,42
"260130 BARRA DE GUABIRABA";4303,92
"260140 BARREIROS";5053,61
"260150 BELEM DE MARIA";4298,41
"260160 BELEM DE SAO FRANCISCO";4934,95
"260170 BELO JARDIM";11163,52
"260180 BETANIA";3852,21
"260190 BEZERROS";6501,76
"260200 BODOCO";4101,78
"260210 BOM CONSELHO";5386,39
"260220 BOM JARDIM";4708,57
"260230 BONITO";5823,84
"260240 BREJAO";5797,68
"260250 BREJINHO";3898,04
"260260 BREJO DA MADRE DE DEUS";3971,42
"260270 BUENOS AIRES";4820,49
"260280 BUIQUE";4292,70
"260290 CABO DE SANTO AGOSTINHO";23733,22
"260300 CABROBO";6762,11
"260310 CACHOEIRINHA";6269,73
"260320 CAETES";3515,84
"260330 CALCADO";4616,80
"260340 CALUMBI";4345,97
"260345 CAMARAGIBE";5650,21
"260350 CAMOCIM DE SAO FELIX";4974,91
"260360 CAMUTANGA";18640,92
"260370 CANHOTINHO";4010,72
"260380 CAPOEIRAS";5048,76
"260390 CARNAIBA";4076,51
"260392 CARNAUBEIRA DA PENHA";3997,28
"260400 CARPINA";9486,83
"260410 CARUARU";10794,81
"260415 CASINHAS";4538,95
"260420 CATENDE";5748,29
"260430 CEDRO";3779,59
"260440 CHA DE ALEGRIA";4639,65
"260450 CHA GRANDE";6100,95
"260460 CONDADO";4706,40
"260470 CORRENTES";4360,10
"260480 CORTES";8964,62
"260490 CUMARU";4974,71
"260500 CUPIRA";5491,66
"260510 CUSTODIA";6764,62
"260515 DORMENTES";5595,79
"260520 ESCADA";7807,29
"260530 EXU";4459,35
"260540 FEIRA NOVA";3916,00
"260545 FERNANDO DE NORONHA";21772,72
"260550 FERREIROS";6348,89
"260560 FLORES";3751,54
"260570 FLORESTA";8443,62
"260580 FREI MIGUELINHO";3891,54
"260590 GAMELEIRA";4048,09
"260600 GARANHUNS";9402,31
"260610 GLORIA DO GOITA";4139,80
"260620 GOIANA";11821,46
"260630 GRANITO";4928,37
"260640 GRAVATA";7158,81
"260650 IATI";3957,62
"260660 IBIMIRIM";5789,25
"260670 IBIRAJUBA";4729,14
"260680 IGARASSU";12125,29
"260690 IGUARACY";3782,74
"260700 INAJA";4271,51
"260710 INGAZEIRA";4734,70
"260720 IPOJUCA";69536,76
"260730 IPUBI";4697,38
"260740 ITACURUBA";7092,98
"260750 ITAIBA";5205,76
"260760 ILHA DE ITAMARACA";4834,11
"260765 ITAMBE";5944,48
"260770 ITAPETIM";3927,27
"260775 ITAPISSUMA";19437,30
"260780 ITAQUITINGA";9015,66
"260790 JABOATAO DOS GUARARAPES";11788,89
"260795 JAQUEIRA";4784,04
"260800 JATAUBA";4394,13
"260805 JATOBA";4484,88
"260810 JOAO ALFREDO";4199,72
"260820 JOAQUIM NABUCO";7383,74
"260825 JUCATI";4510,42
"260830 JUPI";4707,15
"260840 JUREMA";4354,70
"260845 LAGOA DO CARRO";5063,91
"260850 LAGOA DE ITAENGA";10074,40
"260860 LAGOA DO OURO";4036,19
"260870 LAGOA DOS GATOS";3966,59
"260875 LAGOA GRANDE";7961,63
"260880 LAJEDO";5241,98
"260890 LIMOEIRO";6325,44
"260900 MACAPARANA";5287,36
"260910 MACHADOS";5880,81
"260915 MANARI";3707,07
"260920 MARAIAL";6983,25
"260930 MIRANDIBA";4792,75
"260940 MORENO";5992,06
"260950 NAZARE DA MATA";7611,20
"260960 OLINDA";9207,96
"260970 OROBO";5502,91
"260980 OROCO";8496,53
"260990 OURICURI";4714,84
"261000 PALMARES";8121,20
"261010 PALMEIRINA";4439,76
"261020 PANELAS";4037,30
"261030 PARANATAMA";4390,45
"261040 PARNAMIRIM";5093,20
"261050 PASSIRA";4325,68
"261060 PAUDALHO";6009,82
"261070 PAULISTA";7150,68
"261080 PEDRA";4991,43
"261090 PESQUEIRA";5631,66
"261100 PETROLANDIA";27431,41
"261110 PETROLINA";11517,80
"261120 POCAO";4448,29
"261130 POMBOS";6700,42
"261140 PRIMAVERA";9464,87
"261150 QUIPAPA";6177,85
"261153 QUIXABA";3862,69
"261160 RECIFE";21598,63
"261170 RIACHO DAS ALMAS";4997,14
"261180 RIBEIRAO";5921,64
"261190 RIO FORMOSO";7825,75
"261200 SAIRE";8270,73
"261210 SALGADINHO";6640,86
"261220 SALGUEIRO";18127,38
"261230 SALOA";4313,55
"261240 SANHARO";4691,77
"261245 SANTA CRUZ";3951,53
"261247 SANTA CRUZ DA BAIXA VERDE";3601,55
"261250 SANTA CRUZ DO CAPIBARIBE";8217,45
"261255 SANTA FILOMENA";3742,44
"261260 SANTA MARIA DA BOA VISTA";7212,95
"261270 SANTA MARIA DO CAMBUCA";5890,00
"261280 SANTA TEREZINHA";3445,43
"261290 SAO BENEDITO DO SUL";3578,64
"261300 SAO BENTO DO UNA";6520,23
"261310 SAO CAITANO";4741,24
"261320 SAO JOAO";4553,97
"261330 SAO JOAQUIM DO MONTE";5815,95
"261340 SAO JOSE DA COROA GRANDE";5137,61
"261350 SAO JOSE DO BELMONTE";4377,54
"261360 SAO JOSE DO EGITO";5106,24
"261370 SAO LOURENCO DA MATA";5369,34
"261380 SAO VICENTE FERRER";5777,48
"261390 SERRA TALHADA";9388,27
"261400 SERRITA";4018,33
"261410 SERTANIA";5974,26
"261420 SIRINHAEM";8707,20
"261430 MOREILANDIA";4354,30
"261440 SOLIDAO";4379,66
"261450 SURUBIM";6800,90
"261460 TABIRA";4289,36
"261470 TACAIMBO";4277,18
"261480 TACARATU";3611,68
"261485 TAMANDARE";7643,26
"261500 TAQUARITINGA DO NORTE";4745,34
"261510 TEREZINHA";4682,11
"261520 TERRA NOVA";4187,75
"261530 TIMBAUBA";8683,88
"261540 TORITAMA";7820,30
"261550 TRACUNHAEM";5970,58
"261560 TRINDADE";6036,76
"261570 TRIUNFO";4414,14
"261580 TUPANATINGA";4034,28
"261590 TUPARETAMA";4918,28
"261600 VENTUROSA";4938,14
"261610 VERDEJANTE";4101,89
"261618 VERTENTE DO LERIO";9218,49
"261620 VERTENTES";5563,10
"261630 VICENCIA";6873,01
"261640 VITORIA DE SANTO ANTAO";11111,34
"261650 XEXEU";4635,38
"270010 AGUA BRANCA";3804,16
"270020 ANADIA";4893,39
"270030 ARAPIRACA";8900,95
"270040 ATALAIA";6531,52
"270050 BARRA DE SANTO ANTONIO";5239,05
"270060 BARRA DE SAO MIGUEL";8885,52
"270070 BATALHA";4008,41
"270080 BELEM";5290,21
"270090 BELO MONTE";5275,56
"270100 BOCA DA MATA";7660,24
"270110 BRANQUINHA";6132,18
"270120 CACIMBINHAS";4101,41
"270130 CAJUEIRO";4657,08
"270135 CAMPESTRE";4871,18
"270140 CAMPO ALEGRE";4815,75
"270150 CAMPO GRANDE";3988,18
"270160 CANAPI";3561,13
"270170 CAPELA";6612,38
"270180 CARNEIROS";3359,18
"270190 CHA PRETA";5666,31
"270200 COITE DO NOIA";4085,54
"270210 COLONIA LEOPOLDINA";7511,23
"270220 COQUEIRO SECO";4646,17
"270230 CORURIPE";13474,72
"270235 CRAIBAS";4642,49
"270240 DELMIRO GOUVEIA";7014,58
"270250 DOIS RIACHOS";3514,50
"270255 ESTRELA DE ALAGOAS";3347,24
"270260 FEIRA GRANDE";4450,80
"270270 FELIZ DESERTO";15657,24
"270280 FLEXEIRAS";5242,26
"270290 GIRAU DO PONCIANO";4384,35
"270300 IBATEGUARA";14163,87
"270310 IGACI";4155,54
"270320 IGREJA NOVA";7507,69
"270330 INHAPI";3414,73
"270340 JACARE DOS HOMENS";5460,08
"270350 JACUIPE";6380,52
"270360 JAPARATINGA";5913,63
"270370 JARAMATAIA";4469,38
"270375 JEQUIA DA PRAIA";12416,57
"270380 JOAQUIM GOMES";4184,06
"270390 JUNDIA";6810,39
"270400 JUNQUEIRO";5774,47
"270410 LAGOA DA CANOA";5118,85
"270420 LIMOEIRO DE ANADIA";3611,82
"270430 MACEIO";13146,00
"270440 MAJOR ISIDORO";4589,76
"270450 MARAGOGI";6923,99
"270460 MARAVILHA";3745,51
"270470 MARECHAL DEODORO";19770,98
"270480 MARIBONDO";4703,70
"270490 MAR VERMELHO";4616,03
"270500 MATA GRANDE";3555,96
"270510 MATRIZ DE CAMARAGIBE";5412,99
"270520 MESSIAS";5506,70
"270530 MINADOR DO NEGRAO";4768,44
"270540 MONTEIROPOLIS";3676,43
"270550 MURICI";5265,26
"270560 NOVO LINO";7802,78
"270570 OLHO D'AGUA DAS FLORES";4701,58
"270580 OLHO D'AGUA DO CASADO";4281,83
"270590 OLHO D'AGUA GRANDE";4126,18
"270600 OLIVENCA";3806,01
"270610 OURO BRANCO";3489,06
"270620 PALESTINA";3625,82
"270630 PALMEIRA DOS INDIOS";6297,60
"270640 PAO DE ACUCAR";4822,56
"270642 PARICONHA";3661,42
"270644 PARIPUEIRA";6259,24
"270650 PASSO DE CAMARAGIBE";6206,74
"270660 PAULO JACINTO";3457,12
"270670 PENEDO";6646,26
"270680 PIACABUCU";6139,07
"270690 PILAR";9703,65
"270700 PINDOBA";6121,58
"270710 PIRANHAS";3723,76
"270720 POCO DAS TRINCHEIRAS";3146,02
"270730 PORTO CALVO";6634,08
"270740 PORTO DE PEDRAS";5684,59
"270750 PORTO REAL DO COLEGIO";4728,10
"270760 QUEBRANGULO";4232,70
"270770 RIO LARGO";7122,45
"270780 ROTEIRO";8651,32
"270790 SANTA LUZIA DO NORTE";6765,57
"270800 SANTANA DO IPANEMA";5479,69
"270810 SANTANA DO MUNDAU";18035,56
"270820 SAO BRAS";4172,40
"270830 SAO JOSE DA LAJE";8772,06
"270840 SAO JOSE DA TAPERA";3508,17
"270850 SAO LUIS DO QUITUNDE";8166,23
"270860 SAO MIGUEL DOS CAMPOS";16344,91
"270870 SAO MIGUEL DOS MILAGRES";6467,76
"270880 SAO SEBASTIAO";5608,49
"270890 SATUBA";5311,89
"270895 SENADOR RUI PALMEIRA";3154,67
"270900 TANQUE D'ARCA";3835,77
"270910 TAQUARANA";4911,78
"270915 TEOTONIO VILELA";5969,64
"270920 TRAIPU";3270,91
"270930 UNIAO DOS PALMARES";6998,75
"270940 VICOSA";4512,99
"280010 AMPARO DE SAO FRANCISCO";6825,32
"280020 AQUIDABA";6233,97
"280030 ARACAJU";16913,30
"280040 ARAUA";7872,50
"280050 AREIA BRANCA";6750,97
"280060 BARRA DOS COQUEIROS";11990,97
"280067 BOQUIM";7239,26
"280070 BREJO GRANDE";6745,91
"280100 CAMPO DO BRITO";6483,78
"280110 CANHOBA";6707,45
"280120 CANINDE DE SAO FRANCISCO";66096,23
"280130 CAPELA";8062,90
"280140 CARIRA";10214,29
"280150 CARMOPOLIS";40134,63
"280160 CEDRO DE SAO JOAO";5304,73
"280170 CRISTINAPOLIS";7304,29
"280190 CUMBE";6247,97
"280200 DIVINA PASTORA";40776,48
"280210 ESTANCIA";17267,29
"280220 FEIRA NOVA";6059,43
"280230 FREI PAULO";17233,65
"280240 GARARU";5453,56
"280250 GENERAL MAYNARD";6098,64
"280260 GRACHO CARDOSO";7821,40
"280270 ILHA DAS FLORES";4739,06
"280280 INDIAROBA";7600,91
"280290 ITABAIANA";10053,23
"280300 ITABAIANINHA";6019,73
"280310 ITABI";5636,33
"280320 ITAPORANGA D'AJUDA";17270,95
"280330 JAPARATUBA";28394,80
"280340 JAPOATA";8267,32
"280350 LAGARTO";8000,64
"280360 LARANJEIRAS";26974,14
"280370 MACAMBIRA";5566,22
"280380 MALHADA DOS BOIS";8186,62
"280390 MALHADOR";6845,99
"280400 MARUIM";10486,37
"280410 MOITA BONITA";6463,12
"280420 MONTE ALEGRE DE SERGIPE";5567,07
"280430 MURIBECA";8680,64
"280440 NEOPOLIS";8224,56
"280445 NOSSA SENHORA APARECIDA";8052,86
"280450 NOSSA SENHORA DA GLORIA";9267,51
"280460 NOSSA SENHORA DAS DORES";6493,50
"280470 NOSSA SENHORA DE LOURDES";5426,78
"280480 NOSSA SENHORA DO SOCORRO";12336,06
"280490 PACATUBA";13157,58
"280500 PEDRA MOLE";8050,54
"280510 PEDRINHAS";5336,34
"280520 PINHAO";7507,18
"280530 PIRAMBU";6480,89
"280540 POCO REDONDO";4899,56
"280550 POCO VERDE";6383,21
"280560 PORTO DA FOLHA";5886,51
"280570 PROPRIA";10729,99
"280580 RIACHAO DO DANTAS";5955,84
"280590 RIACHUELO";12447,42
"280600 RIBEIROPOLIS";7679,57
"280610 ROSARIO DO CATETE";67568,73
"280620 SALGADO";6269,67
"280630 SANTA LUZIA DO ITANHY";9043,20
"280640 SANTANA DO SAO FRANCISCO";5834,04
"280650 SANTA ROSA DE LIMA";7764,95
"280660 SANTO AMARO DAS BROTAS";7537,52
"280670 SAO CRISTOVAO";7021,99
"280680 SAO DOMINGOS";6382,49
"280690 SAO FRANCISCO";5161,93
"280700 SAO MIGUEL DO ALEIXO";7537,98
"280710 SIMAO DIAS";7568,77
"280720 SIRIRI";17152,59
"280730 TELHA";6133,76
"280740 TOBIAS BARRETO";5956,96
"280750 TOMAR DO GERU";6442,05
"280760 UMBAUBA";7437,58
"290010 ABAIRA";4088,40
"290020 ABARE";3497,00
"290030 ACAJUTIBA";5654,61
"290035 ADUSTINA";5844,75
"290040 AGUA FRIA";3881,65
"290050 ERICO CARDOSO";3105,57
"290060 AIQUARA";6129,10
"290070 ALAGOINHAS";12793,07
"290080 ALCOBACA";8272,78
"290090 ALMADINA";5177,21
"290100 AMARGOSA";5293,53
"290110 AMELIA RODRIGUES";5930,47
"290115 AMERICA DOURADA";3708,61
"290120 ANAGE";3258,01
"290130 ANDARAI";3730,19
"290135 ANDORINHA";9364,63
"290140 ANGICAL";4638,98
"290150 ANGUERA";2732,24
"290160 ANTAS";3403,51
"290170 ANTONIO CARDOSO";6350,97
"290180 ANTONIO GONCALVES";3276,46
"290190 APORA";3444,60
"290195 APUAREMA";4828,68
"290200 ARACATU";3637,83
"290205 ARACAS";17994,41
"290210 ARACI";4305,61
"290220 ARAMARI";4389,17
"290225 ARATACA";6552,42
"290230 ARATUIPE";4384,43
"290240 AURELINO LEAL";4833,12
"290250 BAIANOPOLIS";4724,81
"290260 BAIXA GRANDE";3666,56
"290265 BANZAE";3726,72
"290270 BARRA";3488,04
"290280 BARRA DA ESTIVA";4686,63
"290290 BARRA DO CHOCA";5592,76
"290300 BARRA DO MENDES";3686,29
"290310 BARRA DO ROCHA";5766,30
"290320 BARREIRAS";13649,55
"290323 BARRO ALTO";3299,21
"290327 BARROCAS";13060,73
"290330 BARRO PRETO";6043,93
"290340 BELMONTE";7463,49
"290350 BELO CAMPO";3675,47
"290360 BIRITINGA";3983,99
"290370 BOA NOVA";3696,25
"290380 BOA VISTA DO TUPIM";4528,61
"290390 BOM JESUS DA LAPA";5857,07
"290395 BOM JESUS DA SERRA";3029,04
"290400 BONINAL";3330,07
"290405 BONITO";7607,93
"290410 BOQUIRA";3364,54
"290420 BOTUPORA";3904,50
"290430 BREJOES";5583,77
"290440 BREJOLANDIA";4154,29
"290450 BROTAS DE MACAUBAS";3521,30
"290460 BRUMADO";11320,65
"290470 BUERAREMA";7873,14
"290475 BURITIRAMA";3133,20
"290480 CAATIBA";3710,16
"290485 CABACEIRAS DO PARAGUACU";3534,68
"290490 CACHOEIRA";10943,68
"290500 CACULE";5259,08
"290510 CAEM";4178,69
"290515 CAETANOS";2663,43
"290520 CAETITE";6077,19
"290530 CAFARNAUM";3540,99
"290540 CAIRU";90914,14
"290550 CALDEIRAO GRANDE";3822,71
"290560 CAMACAN";5956,85
"290570 CAMACARI";53464,89
"290580 CAMAMU";5846,30
"290590 CAMPO ALEGRE DE LOURDES";3764,46
"290600 CAMPO FORMOSO";5585,62
"290610 CANAPOLIS";3534,76
"290620 CANARANA";4016,88
"290630 CANAVIEIRAS";5065,91
"290640 CANDEAL";3111,15
"290650 CANDEIAS";27779,77
"290660 CANDIBA";3713,26
"290670 CANDIDO SALES";3368,03
"290680 CANSANCAO";3931,97
"290682 CANUDOS";4166,15
"290685 CAPELA DO ALTO ALEGRE";6124,86
"290687 CAPIM GROSSO";5476,84
"290689 CARAIBAS";3392,57
"290690 CARAVELAS";12134,22
"290700 CARDEAL DA SILVA";8414,93
"290710 CARINHANHA";3387,41
"290720 CASA NOVA";4524,74
"290730 CASTRO ALVES";5679,73
"290740 CATOLANDIA";10531,17
"290750 CATU";8024,21
"290755 CATURAMA";3291,21
"290760 CENTRAL";3821,65
"290770 CHORROCHO";3926,48
"290780 CICERO DANTAS";4325,59
"290790 CIPO";3910,10
"290800 COARACI";4698,05
"290810 COCOS";6723,57
"290820 CONCEICAO DA FEIRA";4349,47
"290830 CONCEICAO DO ALMEIDA";3999,68
"290840 CONCEICAO DO COITE";5788,63
"290850 CONCEICAO DO JACUIPE";26390,29
"290860 CONDE";4249,80
"290870 CONDEUBA";3927,18
"290880 CONTENDAS DO SINCORA";4391,55
"290890 CORACAO DE MARIA";5180,85
"290900 CORDEIROS";3530,03
"290910 CORIBE";4972,59
"290920 CORONEL JOAO SA";5644,76
"290930 CORRENTINA";17327,73
"290940 COTEGIPE";4426,45
"290950 CRAVOLANDIA";4114,14
"290960 CRISOPOLIS";4394,34
"290970 CRISTOPOLIS";3851,53
"290980 CRUZ DAS ALMAS";8585,23
"290990 CURACA";4439,51
"291000 DARIO MEIRA";3366,60
"291005 DIAS D'AVILA";33245,94
"291010 DOM BASILIO";11260,47
"291020 DOM MACEDO COSTA";4395,61
"291030 ELISIO MEDRADO";3997,70
"291040 ENCRUZILHADA";4715,17
"291050 ENTRE RIOS";9213,45
"291060 ESPLANADA";16508,79
"291070 EUCLIDES DA CUNHA";7471,15
"291072 EUNAPOLIS";17719,42
"291075 FATIMA";8004,28
"291077 FEIRA DA MATA";4847,14
"291080 FEIRA DE SANTANA";12749,85
"291085 FILADELFIA";3859,33
"291090 FIRMINO ALVES";4276,60
"291100 FLORESTA AZUL";4478,57
"291110 FORMOSA DO RIO PRETO";28625,80
"291120 GANDU";6333,29
"291125 GAVIAO";4376,43
"291130 GENTIO DO OURO";3011,90
"291140 GLORIA";4770,66
"291150 GONGOGI";4370,66
"291160 GOVERNADOR MANGABEIRA";5046,91
"291165 GUAJERU";3596,58
"291170 GUANAMBI";6882,79
"291180 GUARATINGA";5594,21
"291185 HELIOPOLIS";4116,43
"291190 IACU";5846,58
"291200 IBIASSUCE";4241,48
"291210 IBICARAI";4506,42
"291220 IBICOARA";11260,94
"291230 IBICUI";5069,46
"291240 IBIPEBA";3532,48
"291250 IBIPITANGA";3112,64
"291260 IBIQUERA";3696,53
"291270 IBIRAPITANGA";5208,02
"291280 IBIRAPUA";10545,98
"291290 IBIRATAIA";6357,91
"291300 IBITIARA";3577,76
"291310 IBITITA";4022,87
"291320 IBOTIRAMA";6711,37
"291330 ICHU";3852,50
"291340 IGAPORA";3718,95
"291345 IGRAPIUNA";7967,34
"291350 IGUAI";3849,66
"291360 ILHEUS";13760,62
"291370 INHAMBUPE";7184,89
"291380 IPECAETA";3396,05
"291390 IPIAU";5919,09
"291400 IPIRA";5027,64
"291410 IPUPIARA";3776,73
"291420 IRAJUBA";3809,64
"291430 IRAMAIA";3634,07
"291440 IRAQUARA";4462,09
"291450 IRARA";4683,84
"291460 IRECE";8060,18
"291465 ITABELA";7123,62
"291470 ITABERABA";5840,82
"291480 ITABUNA";11639,04
"291490 ITACARE";6029,67
"291500 ITAETE";4008,53
"291510 ITAGI";5074,91
"291520 ITAGIBA";25186,50
"291530 ITAGIMIRIM";7677,85
"291535 ITAGUACU DA BAHIA";3676,98
"291540 ITAJU DO COLONIA";5708,53
"291550 ITAJUIPE";9440,30
"291560 ITAMARAJU";7764,74
"291570 ITAMARI";6136,61
"291580 ITAMBE";5200,15
"291590 ITANAGRA";5574,66
"291600 ITANHEM";6198,13
"291610 ITAPARICA";6033,62
"291620 ITAPE";4218,18
"291630 ITAPEBI";9502,82
"291640 ITAPETINGA";14732,12
"291650 ITAPICURU";6310,19
"291660 ITAPITANGA";4532,41
"291670 ITAQUARA";4976,08
"291680 ITARANTIM";5381,90
"291685 ITATIM";9301,08
"291690 ITIRUCU";4567,80
"291700 ITIUBA";3720,51
"291710 ITORORO";4560,60
"291720 ITUACU";4332,51
"291730 ITUBERA";6624,30
"291733 IUIU";4567,68
"291735 JABORANDI";19273,93
"291740 JACARACI";3575,76
"291750 JACOBINA";8211,94
"291760 JAGUAQUARA";4993,66
"291770 JAGUARARI";16436,28
"291780 JAGUARIPE";4952,51
"291790 JANDAIRA";10676,33
"291800 JEQUIE";8158,11
"291810 JEREMOABO";4692,91
"291820 JIQUIRICA";4330,30
"291830 JITAUNA";4675,85
"291835 JOAO DOURADO";4714,71
"291840 JUAZEIRO";8971,37
"291845 JUCURUCU";8961,62
"291850 JUSSARA";3417,17
"291855 JUSSARI";5918,41
"291860 JUSSIAPE";3555,49
"291870 LAFAIETE COUTINHO";4977,51
"291875 LAGOA REAL";3170,20
"291880 LAJE";6048,30
"291890 LAJEDAO";8764,46
"291900 LAJEDINHO";5776,86
"291905 LAJEDO DO TABOCAL";4818,51
"291910 LAMARAO";3378,77
"291915 LAPAO";4106,74
"291920 LAURO DE FREITAS";22188,39
"291930 LENCOIS";5179,82
"291940 LICINIO DE ALMEIDA";3910,49
"291950 LIVRAMENTO DE NOSSA SENHORA";6596,00
"291955 LUIS EDUARDO MAGALHAES";31305,19
"291960 MACAJUBA";3852,04
"291970 MACARANI";4607,89
"291980 MACAUBAS";3333,74
"291990 MACURURE";3359,14
"291992 MADRE DE DEUS";19665,67
"291995 MAETINGA";3405,34
"292000 MAIQUINIQUE";7029,54
"292010 MAIRI";3978,21
"292020 MALHADA";4289,33
"292030 MALHADA DE PEDRAS";3593,41
"292040 MANOEL VITORINO";3989,75
"292045 MANSIDAO";3023,30
"292050 MARACAS";4516,77
"292060 MARAGOGIPE";4534,54
"292070 MARAU";5856,70
"292080 MARCIONILIO SOUZA";4390,46
"292090 MASCOTE";4917,85
"292100 MATA DE SAO JOAO";14935,43
"292105 MATINA";3008,73
"292110 MEDEIROS NETO";7371,73
"292120 MIGUEL CALMON";4532,56
"292130 MILAGRES";5239,58
"292140 MIRANGABA";3618,87
"292145 MIRANTE";3177,78
"292150 MONTE SANTO";3493,36
"292160 MORPARA";3821,84
"292170 MORRO DO CHAPEU";4636,67
"292180 MORTUGABA";3559,16
"292190 MUCUGE";16809,84
"292200 MUCURI";34801,46
"292205 MULUNGU DO MORRO";3411,11
"292210 MUNDO NOVO";4226,39
"292220 MUNIZ FERREIRA";3916,91
"292225 MUQUEM DE SAO FRANCISCO";5092,99
"292230 MURITIBA";5045,22
"292240 MUTUIPE";5215,67
"292250 NAZARE";5610,24
"292260 NILO PECANHA";5261,55
"292265 NORDESTINA";3140,80
"292270 NOVA CANAA";3684,48
"292273 NOVA FATIMA";4231,47
"292275 NOVA IBIA";6717,93
"292280 NOVA ITARANA";3238,25
"292285 NOVA REDENCAO";3453,22
"292290 NOVA SOURE";3882,77
"292300 NOVA VICOSA";6982,58
"292303 NOVO HORIZONTE";3364,40
"292305 NOVO TRIUNFO";2679,64
"292310 OLINDINA";4310,10
"292320 OLIVEIRA DOS BREJINHOS";3802,88
"292330 OURICANGAS";3682,94
"292335 OUROLANDIA";4557,94
"292340 PALMAS DE MONTE ALTO";3886,30
"292350 PALMEIRAS";4304,17
"292360 PARAMIRIM";4150,18
"292370 PARATINGA";3643,47
"292380 PARIPIRANGA";5355,15
"292390 PAU BRASIL";4480,63
"292400 PAULO AFONSO";20188,92
"292405 PE DE SERRA";3792,20
"292410 PEDRAO";3440,46
"292420 PEDRO ALEXANDRE";4244,87
"292430 PIATA";3293,74
"292440 PILAO ARCADO";3362,55
"292450 PINDAI";3290,29
"292460 PINDOBACU";3395,69
"292465 PINTADAS";4009,11
"292467 PIRAI DO NORTE";4015,54
"292470 PIRIPA";2982,94
"292480 PIRITIBA";3642,92
"292490 PLANALTINO";3809,41
"292500 PLANALTO";4177,52
"292510 POCOES";4826,80
"292520 POJUCA";30634,83
"292525 PONTO NOVO";4184,72
"292530 PORTO SEGURO";9140,81
"292540 POTIRAGUA";5142,78
"292550 PRADO";9096,36
"292560 PRESIDENTE DUTRA";4039,38
"292570 PRESIDENTE JANIO QUADROS";3093,59
"292575 PRESIDENTE TANCREDO NEVES";4516,33
"292580 QUEIMADAS";4107,00
"292590 QUIJINGUE";4054,73
"292593 QUIXABEIRA";3281,64
"292595 RAFAEL JAMBEIRO";5493,02
"292600 REMANSO";4818,27
"292610 RETIROLANDIA";4627,42
"292620 RIACHAO DAS NEVES";11811,48
"292630 RIACHAO DO JACUIPE";4312,76
"292640 RIACHO DE SANTANA";3719,36
"292650 RIBEIRA DO AMPARO";4072,52
"292660 RIBEIRA DO POMBAL";5457,71
"292665 RIBEIRAO DO LARGO";5931,89
"292670 RIO DE CONTAS";4502,58
"292680 RIO DO ANTONIO";3602,41
"292690 RIO DO PIRES";3688,09
"292700 RIO REAL";17395,99
"292710 RODELAS";4034,90
"292720 RUY BARBOSA";5206,53
