 Produto interno bruto per capita - 2010 a 2013, referência 2010 - Brasil
PIB per capita por Município
Período:2010
"Município";"PIB_per_capita"
"353230 NATIVIDADE DA SERRA";6930,00
"353240 NAZARE PAULISTA";12885,94
"353250 NEVES PAULISTA";15948,75
"353260 NHANDEARA";16737,51
"353270 NIPOA";15264,94
"353280 NOVA ALIANCA";11098,63
"353282 NOVA CAMPINA";23233,70
"353284 NOVA CANAA PAULISTA";10684,72
"353286 NOVA CASTILHO";24567,51
"353290 NOVA EUROPA";19970,74
"353300 NOVA GRANADA";11360,46
"353310 NOVA GUATAPORANGA";7604,52
"353320 NOVA INDEPENDENCIA";18930,93
"353325 NOVAIS";8898,30
"353330 NOVA LUZITANIA";8069,00
"353340 NOVA ODESSA";33431,34
"353350 NOVO HORIZONTE";16783,58
"353360 NUPORANGA";42853,76
"353370 OCAUCU";12216,96
"353380 OLEO";11505,92
"353390 OLIMPIA";24525,22
"353400 ONDA VERDE";33609,25
"353410 ORIENTE";9224,87
"353420 ORINDIUVA";43805,84
"353430 ORLANDIA";25757,75
"353440 OSASCO";67730,50
"353450 OSCAR BRESSANE";12193,26
"353460 OSVALDO CRUZ";18846,50
"353470 OURINHOS";16867,72
"353475 OUROESTE";63855,84
"353480 OURO VERDE";9692,77
"353490 PACAEMBU";8935,88
"353500 PALESTINA";19823,80
"353510 PALMARES PAULISTA";7011,27
"353520 PALMEIRA D'OESTE";10788,76
"353530 PALMITAL";19101,23
"353540 PANORAMA";11350,50
"353550 PARAGUACU PAULISTA";17570,96
"353560 PARAIBUNA";11949,08
"353570 PARAISO";23820,04
"353580 PARANAPANEMA";17029,03
"353590 PARANAPUA";11939,70
"353600 PARAPUA";17570,93
"353610 PARDINHO";26093,18
"353620 PARIQUERA-ACU";15110,45
"353625 PARISI";10357,48
"353630 PATROCINIO PAULISTA";28351,53
"353640 PAULICEIA";18439,15
"353650 PAULINIA";178760,89
"353657 PAULISTANIA";10396,53
"353660 PAULO DE FARIA";17969,88
"353670 PEDERNEIRAS";32464,87
"353680 PEDRA BELA";7201,16
"353690 PEDRANOPOLIS";12566,30
"353700 PEDREGULHO";38695,16
"353710 PEDREIRA";18173,48
"353715 PEDRINHAS PAULISTA";20380,01
"353720 PEDRO DE TOLEDO";8837,21
"353730 PENAPOLIS";14845,90
"353740 PEREIRA BARRETO";16374,50
"353750 PEREIRAS";13789,61
"353760 PERUIBE";10778,79
"353770 PIACATU";11833,61
"353780 PIEDADE";11311,20
"353790 PILAR DO SUL";9201,01
"353800 PINDAMONHANGABA";25979,51
"353810 PINDORAMA";12725,27
"353820 PINHALZINHO";10273,59
"353830 PIQUEROBI";10976,17
"353850 PIQUETE";6361,93
"353860 PIRACAIA";10221,43
"353870 PIRACICABA";33577,67
"353880 PIRAJU";11894,35
"353890 PIRAJUI";9365,47
"353900 PIRANGI";12398,14
"353910 PIRAPORA DO BOM JESUS";20477,15
"353920 PIRAPOZINHO";17578,48
"353930 PIRASSUNUNGA";21139,68
"353940 PIRATININGA";8465,21
"353950 PITANGUEIRAS";19011,46
"353960 PLANALTO";33742,28
"353970 PLATINA";14773,33
"353980 POA";37716,07
"353990 POLONI";15730,44
"354000 POMPEIA";35375,70
"354010 PONGAI";12358,53
"354020 PONTAL";16477,55
"354025 PONTALINDA";9571,85
"354030 PONTES GESTAL";42305,19
"354040 POPULINA";14731,99
"354050 PORANGABA";9738,50
"354060 PORTO FELIZ";17897,14
"354070 PORTO FERREIRA";21959,98
"354075 POTIM";5679,51
"354080 POTIRENDABA";19876,81
"354085 PRACINHA";5476,58
"354090 PRADOPOLIS";20253,49
"354100 PRAIA GRANDE";12433,12
"354105 PRATANIA";16066,63
"354110 PRESIDENTE ALVES";9207,95
"354120 PRESIDENTE BERNARDES";10551,31
"354130 PRESIDENTE EPITACIO";15395,84
"354140 PRESIDENTE PRUDENTE";20688,88
"354150 PRESIDENTE VENCESLAU";10631,05
"354160 PROMISSAO";39525,91
"354165 QUADRA";22393,52
"354170 QUATA";22297,38
"354180 QUEIROZ";56985,12
"354190 QUELUZ";9591,48
"354200 QUINTANA";11442,83
"354210 RAFARD";20047,07
"354220 RANCHARIA";19197,64
"354230 REDENCAO DA SERRA";8277,39
"354240 REGENTE FEIJO";20208,43
"354250 REGINOPOLIS";8041,84
"354260 REGISTRO";18020,50
"354270 RESTINGA";16992,46
"354280 RIBEIRA";6703,25
"354290 RIBEIRAO BONITO";12270,66
"354300 RIBEIRAO BRANCO";8449,65
"354310 RIBEIRAO CORRENTE";14882,75
"354320 RIBEIRAO DO SUL";14374,58
"354323 RIBEIRAO DOS INDIOS";9798,70
"354325 RIBEIRAO GRANDE";27648,72
"354330 RIBEIRAO PIRES";16039,00
"354340 RIBEIRAO PRETO";28993,93
"354350 RIVERSUL";5103,54
"354360 RIFAINA";36984,77
"354370 RINCAO";11694,41
"354380 RINOPOLIS";10111,38
"354390 RIO CLARO";30122,70
"354400 RIO DAS PEDRAS";27153,15
"354410 RIO GRANDE DA SERRA";8640,57
"354420 RIOLANDIA";9912,73
"354425 ROSANA";41801,70
"354430 ROSEIRA";15803,55
"354440 RUBIACEA";21702,75
"354450 RUBINEIA";10583,32
"354460 SABINO";19216,73
"354470 SAGRES";9483,92
"354480 SALES";10596,21
"354490 SALES OLIVEIRA";18136,16
"354500 SALESOPOLIS";8306,49
"354510 SALMOURAO";10899,11
"354515 SALTINHO";16843,13
"354520 SALTO";31614,89
"354530 SALTO DE PIRAPORA";23224,72
"354540 SALTO GRANDE";10851,15
"354550 SANDOVALINA";34499,76
"354560 SANTA ADELIA";14401,18
"354570 SANTA ALBERTINA";14461,17
"354580 SANTA BARBARA D'OESTE";19507,12
"354600 SANTA BRANCA";15134,93
"354610 SANTA CLARA D'OESTE";14942,78
"354620 SANTA CRUZ DA CONCEICAO";23606,92
"354625 SANTA CRUZ DA ESPERANCA";13509,02
"354630 SANTA CRUZ DAS PALMEIRAS";9848,41
"354640 SANTA CRUZ DO RIO PARDO";21963,74
"354650 SANTA ERNESTINA";9610,61
"354660 SANTA FE DO SUL";18349,12
"354670 SANTA GERTRUDES";42305,76
"354680 SANTA ISABEL";19096,25
"354690 SANTA LUCIA";9398,58
"354700 SANTA MARIA DA SERRA";15939,70
"354710 SANTA MERCEDES";14421,49
"354720 SANTANA DA PONTE PENSA";11794,91
"354730 SANTANA DE PARNAIBA";43160,82
"354740 SANTA RITA D'OESTE";11322,79
"354750 SANTA RITA DO PASSA QUATRO";17358,23
"354760 SANTA ROSA DE VITERBO";23923,05
"354765 SANTA SALETE";11870,73
"354770 SANTO ANASTACIO";11071,11
"354780 SANTO ANDRE";27450,41
"354790 SANTO ANTONIO DA ALEGRIA";18223,32
"354800 SANTO ANTONIO DE POSSE";22854,56
"354805 SANTO ANTONIO DO ARACANGUA";26587,61
"354810 SANTO ANTONIO DO JARDIM";13279,35
"354820 SANTO ANTONIO DO PINHAL";8343,90
"354830 SANTO EXPEDITO";7520,45
"354840 SANTOPOLIS DO AGUAPEI";9794,38
"354850 SANTOS";31713,60
"354860 SAO BENTO DO SAPUCAI";10247,33
"354870 SAO BERNARDO DO CAMPO";55618,89
"354880 SAO CAETANO DO SUL";78138,57
"354890 SAO CARLOS";30245,20
"354900 SAO FRANCISCO";8626,23
"354910 SAO JOAO DA BOA VISTA";20592,40
"354920 SAO JOAO DAS DUAS PONTES";9289,62
"354925 SAO JOAO DE IRACEMA";16641,60
"354930 SAO JOAO DO PAU D'ALHO";12158,15
"354940 SAO JOAQUIM DA BARRA";19879,31
"354950 SAO JOSE DA BELA VISTA";11362,83
"354960 SAO JOSE DO BARREIRO";6832,29
"354970 SAO JOSE DO RIO PARDO";21959,95
"354980 SAO JOSE DO RIO PRETO";22935,45
"354990 SAO JOSE DOS CAMPOS";41107,47
"354995 SAO LOURENCO DA SERRA";15120,15
"355000 SAO LUIS DO PARAITINGA";8185,65
"355010 SAO MANUEL";18116,43
"355020 SAO MIGUEL ARCANJO";10498,63
"355030 SAO PAULO";39749,57
"355040 SAO PEDRO";12549,63
"355050 SAO PEDRO DO TURVO";12766,16
"355060 SAO ROQUE";18131,85
"355070 SAO SEBASTIAO";51363,57
"355080 SAO SEBASTIAO DA GRAMA";12969,89
"355090 SAO SIMAO";17081,74
"355100 SAO VICENTE";9669,40
"355110 SARAPUI";10252,78
"355120 SARUTAIA";6969,70
"355130 SEBASTIANOPOLIS DO SUL";77979,49
"355140 SERRA AZUL";7286,07
"355150 SERRANA";12075,17
"355160 SERRA NEGRA";14675,66
"355170 SERTAOZINHO";34509,70
"355180 SETE BARRAS";18451,24
"355190 SEVERINIA";14286,61
"355200 SILVEIRAS";6391,99
"355210 SOCORRO";11734,69
"355220 SOROCABA";31843,51
"355230 SUD MENNUCCI";18003,76
"355240 SUMARE";38235,06
"355250 SUZANO";25061,46
"355255 SUZANAPOLIS";34105,69
"355260 TABAPUA";14980,91
"355270 TABATINGA";9564,88
"355280 TABOAO DA SERRA";22914,81
"355290 TACIBA";22206,34
"355300 TAGUAI";10563,08
"355310 TAIACU";9074,97
"355320 TAIUVA";11693,07
"355330 TAMBAU";17245,61
"355340 TANABI";16564,35
"355350 TAPIRAI";9028,74
"355360 TAPIRATIBA";13538,70
"355365 TAQUARAL";8812,20
"355370 TAQUARITINGA";13401,62
"355380 TAQUARITUBA";11414,20
"355385 TAQUARIVAI";13324,49
"355390 TARABAI";9115,92
"355395 TARUMA";43347,55
"355400 TATUI";21447,91
"355410 TAUBATE";42427,76
"355420 TEJUPA";6829,43
"355430 TEODORO SAMPAIO";13805,99
"355440 TERRA ROXA";10943,60
"355450 TIETE";34378,03
"355460 TIMBURI";8627,20
"355465 TORRE DE PEDRA";6178,66
"355470 TORRINHA";12530,66
"355475 TRABIJU";16411,48
"355480 TREMEMBE";10094,96
"355490 TRES FRONTEIRAS";9867,26
"355495 TUIUTI";19415,68
"355500 TUPA";15521,29
"355510 TUPI PAULISTA";12046,53
"355520 TURIUBA";18219,14
"355530 TURMALINA";14859,22
"355535 UBARANA";28805,62
"355540 UBATUBA";11395,46
"355550 UBIRAJARA";8979,83
"355560 UCHOA";20236,89
"355570 UNIAO PAULISTA";19055,66
"355580 URANIA";13666,24
"355590 URU";16498,40
"355600 URUPES";12824,54
"355610 VALENTIM GENTIL";18538,03
"355620 VALINHOS";36632,13
"355630 VALPARAISO";21618,29
"355635 VARGEM";6800,34
"355640 VARGEM GRANDE DO SUL";11650,05
"355645 VARGEM GRANDE PAULISTA";20611,10
"355650 VARZEA PAULISTA";17144,79
"355660 VERA CRUZ";7988,55
"355670 VINHEDO";82096,58
"355680 VIRADOURO";9925,52
"355690 VISTA ALEGRE DO ALTO";29244,88
"355695 VITORIA BRASIL";9219,22
"355700 VOTORANTIM";17229,54
"355710 VOTUPORANGA";17373,54
"355715 ZACARIAS";24636,00
"355720 CHAVANTES";13312,11
"355730 ESTIVA GERBI";18782,38
"410010 ABATIA";10404,05
"410020 ADRIANOPOLIS";10702,42
"410030 AGUDOS DO SUL";10528,29
"410040 ALMIRANTE TAMANDARE";6900,29
"410045 ALTAMIRA DO PARANA";8683,76
"410050 ALTONIA";7691,12
"410060 ALTO PARANA";10145,37
"410070 ALTO PIQUIRI";11514,58
"410080 ALVORADA DO SUL";11063,69
"410090 AMAPORA";8791,13
"410100 AMPERE";15370,06
"410105 ANAHY";12954,00
"410110 ANDIRA";17547,62
"410115 ANGULO";14138,18
"410120 ANTONINA";15759,17
"410130 ANTONIO OLINTO";15118,32
"410140 APUCARANA";14566,44
"410150 ARAPONGAS";25316,09
"410160 ARAPOTI";23336,53
"410165 ARAPUA";10935,58
"410170 ARARUNA";17807,03
"410180 ARAUCARIA";75780,53
"410185 ARIRANHA DO IVAI";14846,99
"410190 ASSAI";16239,55
"410200 ASSIS CHATEAUBRIAND";16868,88
"410210 ASTORGA";12284,81
"410220 ATALAIA";14104,47
"410230 BALSA NOVA";33695,19
"410240 BANDEIRANTES";10302,05
"410250 BARBOSA FERRAZ";7457,40
"410260 BARRACAO";11568,41
"410270 BARRA DO JACARE";16037,82
"410275 BELA VISTA DA CAROBA";10679,63
"410280 BELA VISTA DO PARAISO";13062,91
"410290 BITURUNA";9845,99
"410300 BOA ESPERANCA";20992,99
"410302 BOA ESPERANCA DO IGUACU";16013,84
"410304 BOA VENTURA DE SAO ROQUE";14978,47
"410305 BOA VISTA DA APARECIDA";7621,81
"410310 BOCAIUVA DO SUL";10067,33
"410315 BOM JESUS DO SUL";8906,95
"410320 BOM SUCESSO";9472,90
"410322 BOM SUCESSO DO SUL";20721,49
"410330 BORRAZOPOLIS";10996,73
"410335 BRAGANEY";13697,96
"410337 BRASILANDIA DO SUL";21996,02
"410340 CAFEARA";12868,49
"410345 CAFELANDIA";33379,78
"410347 CAFEZAL DO SUL";8865,52
"410350 CALIFORNIA";7876,25
"410360 CAMBARA";14010,77
"410370 CAMBE";18324,96
"410380 CAMBIRA";13345,57
"410390 CAMPINA DA LAGOA";12269,58
"410395 CAMPINA DO SIMAO";10653,15
"410400 CAMPINA GRANDE DO SUL";17120,95
"410405 CAMPO BONITO";17253,70
"410410 CAMPO DO TENENTE";15138,68
"410420 CAMPO LARGO";15677,83
"410425 CAMPO MAGRO";8484,82
"410430 CAMPO MOURAO";19619,46
"410440 CANDIDO DE ABREU";8173,03
"410442 CANDOI";14713,25
"410445 CANTAGALO";8516,30
"410450 CAPANEMA";15037,67
"410460 CAPITAO LEONIDAS MARQUES";52107,99
"410465 CARAMBEI";34770,15
"410470 CARLOPOLIS";13769,70
"410480 CASCAVEL";18671,70
"410490 CASTRO";16617,36
"410500 CATANDUVAS";13368,07
"410510 CENTENARIO DO SUL";8602,44
"410520 CERRO AZUL";8489,00
"410530 CEU AZUL";24333,70
"410540 CHOPINZINHO";13059,10
"410550 CIANORTE";17391,56
"410560 CIDADE GAUCHA";13039,78
"410570 CLEVELANDIA";10740,32
"410580 COLOMBO";11146,18
"410590 COLORADO";16488,82
"410600 CONGONHINHAS";10209,13
"410610 CONSELHEIRO MAIRINCK";11446,95
"410620 CONTENDA";10193,84
"410630 CORBELIA";18028,80
"410640 CORNELIO PROCOPIO";16109,40
"410645 CORONEL DOMINGOS SOARES";11596,21
"410650 CORONEL VIVIDA";12642,43
"410655 CORUMBATAI DO SUL";9818,95
"410657 CRUZEIRO DO IGUACU";14578,06
"410660 CRUZEIRO DO OESTE";13949,70
"410670 CRUZEIRO DO SUL";21633,99
"410680 CRUZ MACHADO";9456,83
"410685 CRUZMALTINA";14871,03
"410690 CURITIBA";33217,53
"410700 CURIUVA";8579,12
"410710 DIAMANTE DO NORTE";7194,43
"410712 DIAMANTE DO SUL";7429,80
"410715 DIAMANTE D'OESTE";10195,36
"410720 DOIS VIZINHOS";18916,37
"410725 DOURADINA";39748,87
"410730 DOUTOR CAMARGO";12144,79
"410740 ENEAS MARQUES";17188,21
"410750 ENGENHEIRO BELTRAO";15146,26
"410752 ESPERANCA NOVA";9691,58
"410753 ENTRE RIOS DO OESTE";20921,75
"410754 ESPIGAO ALTO DO IGUACU";10701,56
"410755 FAROL";18237,88
"410760 FAXINAL";12319,25
"410765 FAZENDA RIO GRANDE";8710,49
"410770 FENIX";12545,55
"410773 FERNANDES PINHEIRO";11229,55
"410775 FIGUEIRA";9460,30
"410780 FLORAI";22405,31
"410785 FLOR DA SERRA DO SUL";13028,59
"410790 FLORESTA";12482,93
"410800 FLORESTOPOLIS";9583,90
"410810 FLORIDA";10195,57
"410820 FORMOSA DO OESTE";13966,69
"410830 FOZ DO IGUACU";25396,17
"410832 FRANCISCO ALVES";11739,84
"410840 FRANCISCO BELTRAO";16565,78
"410845 FOZ DO JORDAO";9112,09
"410850 GENERAL CARNEIRO";17065,31
"410855 GODOY MOREIRA";7589,25
"410860 GOIOERE";13498,74
"410865 GOIOXIM";9085,40
"410870 GRANDES RIOS";9155,29
"410880 GUAIRA";12774,33
"410890 GUAIRACA";12779,88
"410895 GUAMIRANGA";15188,95
"410900 GUAPIRAMA";12438,64
"410910 GUAPOREMA";13586,00
"410920 GUARACI";9164,10
"410930 GUARANIACU";12133,35
"410940 GUARAPUAVA";15021,35
"410950 GUARAQUECABA";7419,65
"410960 GUARATUBA";10267,10
"410965 HONORIO SERPA";15160,14
"410970 IBAITI";11066,50
"410975 IBEMA";11579,13
"410980 IBIPORA";24170,96
"410990 ICARAIMA";10907,29
"411000 IGUARACU";20858,20
"411005 IGUATU";17562,71
"411007 IMBAU";10052,79
"411010 IMBITUVA";12314,70
"411020 INACIO MARTINS";8635,74
"411030 INAJA";10171,25
"411040 INDIANOPOLIS";27214,22
"411050 IPIRANGA";16893,95
"411060 IPORA";11631,04
"411065 IRACEMA DO OESTE";14471,88
"411070 IRATI";13935,70
"411080 IRETAMA";9200,86
"411090 ITAGUAJE";9759,55
"411095 ITAIPULANDIA";15050,77
"411100 ITAMBARACA";10643,01
"411110 ITAMBE";13794,65
"411120 ITAPEJARA D'OESTE";15267,72
"411125 ITAPERUCU";11955,58
"411130 ITAUNA DO SUL";8648,17
"411140 IVAI";15478,03
"411150 IVAIPORA";11331,94
"411155 IVATE";13756,91
"411160 IVATUBA";13932,24
"411170 JABOTI";8065,27
"411180 JACAREZINHO";13852,19
"411190 JAGUAPITA";25899,87
"411200 JAGUARIAIVA";21900,70
"411210 JANDAIA DO SUL";17753,35
"411220 JANIOPOLIS";12437,08
"411230 JAPIRA";10136,34
"411240 JAPURA";10611,04
"411250 JARDIM ALEGRE";8807,42
"411260 JARDIM OLINDA";15235,71
"411270 JATAIZINHO";9683,59
"411275 JESUITAS";14374,20
"411280 JOAQUIM TAVORA";18636,89
"411290 JUNDIAI DO SUL";11778,75
"411295 JURANDA";19149,45
"411300 JUSSARA";13715,78
"411310 KALORE";10048,92
"411320 LAPA";16806,19
"411325 LARANJAL";6296,52
"411330 LARANJEIRAS DO SUL";9529,77
"411340 LEOPOLIS";14842,22
"411342 LIDIANOPOLIS";9115,63
"411345 LINDOESTE";15152,46
"411350 LOANDA";10671,25
"411360 LOBATO";23137,74
"411370 LONDRINA";21450,70
"411373 LUIZIANA";17729,58
"411375 LUNARDELLI";8483,35
"411380 LUPIONOPOLIS";9487,26
"411390 MALLET";19753,39
"411400 MAMBORE";18276,87
"411410 MANDAGUACU";12054,22
"411420 MANDAGUARI";16783,84
"411430 MANDIRITUBA";15958,27
"411435 MANFRINOPOLIS";10265,02
"411440 MANGUEIRINHA";45685,85
"411450 MANOEL RIBAS";11050,93
"411460 MARECHAL CANDIDO RONDON";21101,22
"411470 MARIA HELENA";7379,33
"411480 MARIALVA";14810,66
"411490 MARILANDIA DO SUL";16998,52
"411500 MARILENA";7318,13
"411510 MARILUZ";8613,24
"411520 MARINGA";23983,62
"411530 MARIOPOLIS";16614,56
"411535 MARIPA";26941,47
"411540 MARMELEIRO";11627,24
"411545 MARQUINHO";7682,92
"411550 MARUMBI";8155,61
"411560 MATELANDIA";15961,56
"411570 MATINHOS";11566,72
"411573 MATO RICO";8517,74
"411575 MAUA DA SERRA";15776,76
"411580 MEDIANEIRA";18054,25
"411585 MERCEDES";16901,65
"411590 MIRADOR";18187,70
"411600 MIRASELVA";11355,85
"411605 MISSAL";17386,37
"411610 MOREIRA SALES";9719,36
"411620 MORRETES";9174,39
"411630 MUNHOZ DE MELO";11472,07
"411640 NOSSA SENHORA DAS GRACAS";8874,58
"411650 NOVA ALIANCA DO IVAI";13994,07
"411660 NOVA AMERICA DA COLINA";12132,19
"411670 NOVA AURORA";17262,42
"411680 NOVA CANTU";10293,17
"411690 NOVA ESPERANCA";14470,58
"411695 NOVA ESPERANCA DO SUDOESTE";11191,37
"411700 NOVA FATIMA";10428,26
"411705 NOVA LARANJEIRAS";7679,43
"411710 NOVA LONDRINA";12979,59
"411720 NOVA OLIMPIA";7374,02
"411721 NOVA SANTA BARBARA";8686,53
"411722 NOVA SANTA ROSA";18646,65
"411725 NOVA PRATA DO IGUACU";13189,07
"411727 NOVA TEBAS";6866,29
"411729 NOVO ITACOLOMI";10452,06
"411730 ORTIGUEIRA";10579,56
"411740 OURIZONA";14618,07
"411745 OURO VERDE DO OESTE";13639,79
"411750 PAICANDU";6517,85
"411760 PALMAS";11944,91
"411770 PALMEIRA";17559,05
"411780 PALMITAL";7176,49
"411790 PALOTINA";28011,81
"411800 PARAISO DO NORTE";9933,89
"411810 PARANACITY";14135,19
"411820 PARANAGUA";29019,18
"411830 PARANAPOEMA";11668,59
"411840 PARANAVAI";13538,27
"411845 PATO BRAGADO";13723,43
"411850 PATO BRANCO";21814,88
"411860 PAULA FREITAS";24501,16
"411870 PAULO FRONTIN";18700,72
"411880 PEABIRU";9792,72
"411885 PEROBAL";14589,55
"411890 PEROLA";21441,42
"411900 PEROLA D'OESTE";11540,14
"411910 PIEN";37319,71
"411915 PINHAIS";32816,10
"411920 PINHALAO";11215,61
"411925 PINHAL DE SAO BENTO";9806,74
"411930 PINHAO";26631,27
"411940 PIRAI DO SUL";15131,68
"411950 PIRAQUARA";6784,04
"411960 PITANGA";10755,29
"411965 PITANGUEIRAS";15497,17
"411970 PLANALTINA DO PARANA";10945,50
"411980 PLANALTO";11187,20
"411990 PONTA GROSSA";21558,82
"411995 PONTAL DO PARANA";9505,65
"412000 PORECATU";11099,48
"412010 PORTO AMAZONAS";14564,78
"412015 PORTO BARREIRO";12373,53
"412020 PORTO RICO";10829,34
"412030 PORTO VITORIA";9127,12
"412033 PRADO FERREIRA";14540,35
"412035 PRANCHITA";16210,28
"412040 PRESIDENTE CASTELO BRANCO";11771,16
"412050 PRIMEIRO DE MAIO";13068,95
"412060 PRUDENTOPOLIS";10368,79
"412065 QUARTO CENTENARIO";18625,19
"412070 QUATIGUA";10673,13
"412080 QUATRO BARRAS";37167,19
"412085 QUATRO PONTES";20251,07
"412090 QUEDAS DO IGUACU";25638,44
"412100 QUERENCIA DO NORTE";8629,93
"412110 QUINTA DO SOL";16506,76
"412120 QUITANDINHA";10084,35
"412125 RAMILANDIA";11804,88
"412130 RANCHO ALEGRE";10856,27
"412135 RANCHO ALEGRE D'OESTE";19268,95
"412140 REALEZA";15746,64
"412150 REBOUCAS";11601,39
"412160 RENASCENCA";17712,25
"412170 RESERVA";11564,85
"412175 RESERVA DO IGUACU";9143,71
"412180 RIBEIRAO CLARO";15082,48
"412190 RIBEIRAO DO PINHAL";7964,45
"412200 RIO AZUL";16902,33
"412210 RIO BOM";9987,49
"412215 RIO BONITO DO IGUACU";8728,05
"412217 RIO BRANCO DO IVAI";9850,47
"412220 RIO BRANCO DO SUL";26705,55
"412230 RIO NEGRO";18618,77
"412240 ROLANDIA";21399,52
"412250 RONCADOR";12121,09
"412260 RONDON";18550,17
"412265 ROSARIO DO IVAI";6828,43
"412270 SABAUDIA";20822,71
"412280 SALGADO FILHO";13380,47
"412290 SALTO DO ITARARE";26216,85
"412300 SALTO DO LONTRA";12369,32
"412310 SANTA AMELIA";9867,42
"412320 SANTA CECILIA DO PAVAO";14321,43
"412330 SANTA CRUZ DE MONTE CASTELO";13405,49
"412340 SANTA FE";11355,32
"412350 SANTA HELENA";17610,92
"412360 SANTA INES";12674,42
"412370 SANTA ISABEL DO IVAI";9510,15
"412380 SANTA IZABEL DO OESTE";11107,27
"412382 SANTA LUCIA";14152,29
"412385 SANTA MARIA DO OESTE";6376,39
"412390 SANTA MARIANA";11996,07
"412395 SANTA MONICA";10306,83
"412400 SANTANA DO ITARARE";8600,21
"412402 SANTA TEREZA DO OESTE";15824,35
"412405 SANTA TEREZINHA DE ITAIPU";11653,45
"412410 SANTO ANTONIO DA PLATINA";11886,72
"412420 SANTO ANTONIO DO CAIUA";9481,30
"412430 SANTO ANTONIO DO PARAISO";14397,03
"412440 SANTO ANTONIO DO SUDOESTE";9497,40
"412450 SANTO INACIO";27613,27
"412460 SAO CARLOS DO IVAI";18904,60
"412470 SAO JERONIMO DA SERRA";7498,61
"412480 SAO JOAO";16558,20
"412490 SAO JOAO DO CAIUA";10898,94
"412500 SAO JOAO DO IVAI";10488,72
"412510 SAO JOAO DO TRIUNFO";15929,96
"412520 SAO JORGE D'OESTE";12577,34
"412530 SAO JORGE DO IVAI";23861,06
"412535 SAO JORGE DO PATROCINIO";8502,23
"412540 SAO JOSE DA BOA VISTA";10165,05
"412545 SAO JOSE DAS PALMEIRAS";10130,64
"412550 SAO JOSE DOS PINHAIS";65705,55
"412555 SAO MANOEL DO PARANA";10478,15
"412560 SAO MATEUS DO SUL";13826,48
"412570 SAO MIGUEL DO IGUACU";21132,90
"412575 SAO PEDRO DO IGUACU";13203,29
"412580 SAO PEDRO DO IVAI";16871,46
"412590 SAO PEDRO DO PARANA";11122,66
"412600 SAO SEBASTIAO DA AMOREIRA";10529,27
"412610 SAO TOME";16278,85
"412620 SAPOPEMA";7604,37
"412625 SARANDI";8797,44
"412627 SAUDADE DO IGUACU";150671,68
"412630 SENGES";13767,28
"412635 SERRANOPOLIS DO IGUACU";22712,35
"412640 SERTANEJA";23284,13
"412650 SERTANOPOLIS";17884,42
"412660 SIQUEIRA CAMPOS";12327,08
"412665 SULINA";11466,98
"412667 TAMARANA";12459,43
"412670 TAMBOARA";12058,72
"412680 TAPEJARA";15681,73
"412690 TAPIRA";9563,45
"412700 TEIXEIRA SOARES";11937,06
"412710 TELEMACO BORBA";25953,02
"412720 TERRA BOA";11516,88
"412730 TERRA RICA";10609,86
"412740 TERRA ROXA";19296,86
"412750 TIBAGI";20057,62
"412760 TIJUCAS DO SUL";14887,13
"412770 TOLEDO";20514,28
"412780 TOMAZINA";11561,77
"412785 TRES BARRAS DO PARANA";13539,01
"412788 TUNAS DO PARANA";8519,76
"412790 TUNEIRAS DO OESTE";10582,74
"412795 TUPASSI";18137,45
"412796 TURVO";14631,26
"412800 UBIRATA";15506,99
"412810 UMUARAMA";14611,75
"412820 UNIAO DA VITORIA";13838,98
"412830 UNIFLOR";11626,21
"412840 URAI";9410,17
"412850 WENCESLAU BRAZ";10075,04
"412853 VENTANIA";15031,81
"412855 VERA CRUZ DO OESTE";12359,77
"412860 VERE";13063,12
"412862 ALTO PARAISO";11463,19
"412863 DOUTOR ULYSSES";10939,01
"412865 VIRMOND";13535,65
"412870 VITORINO";20644,96
"412880 XAMBRE";7033,45
"420005 ABDON BATISTA";13080,65
"420010 ABELARDO LUZ";25786,97
"420020 AGROLANDIA";17784,68
"420030 AGRONOMICA";17244,07
"420040 AGUA DOCE";28606,48
"420050 AGUAS DE CHAPECO";26428,21
"420055 AGUAS FRIAS";18869,47
"420060 AGUAS MORNAS";19608,68
"420070 ALFREDO WAGNER";13865,76
"420075 ALTO BELA VISTA";16012,71
"420080 ANCHIETA";17121,86
"420090 ANGELINA";14069,05
"420100 ANITA GARIBALDI";8792,31
"420110 ANITAPOLIS";11935,31
"420120 ANTONIO CARLOS";39768,61
"420125 APIUNA";24095,66
"420127 ARABUTA";16474,72
"420130 ARAQUARI";21495,04
"420140 ARARANGUA";16244,42
"420150 ARMAZEM";10508,02
"420160 ARROIO TRINTA";14172,84
"420165 ARVOREDO";16608,11
"420170 ASCURRA";14787,47
"420180 ATALANTA";17418,62
"420190 AURORA";14955,40
"420195 BALNEARIO ARROIO DO SILVA";8797,92
"420200 BALNEARIO CAMBORIU";25452,88
"420205 BALNEARIO BARRA DO SUL";11651,94
"420207 BALNEARIO GAIVOTA";8348,93
"420208 BANDEIRANTE";9487,15
"420209 BARRA BONITA";12951,60
"420210 BARRA VELHA";16268,78
"420213 BELA VISTA DO TOLDO";16448,13
"420215 BELMONTE";10296,34
"420220 BENEDITO NOVO";13185,93
"420230 BIGUACU";16182,83
"420240 BLUMENAU";32012,33
"420243 BOCAINA DO SUL";14059,02
"420245 BOMBINHAS";19936,86
